Latitude;Longitude;Time;Date;Number of Sats;GPS Speed (Kn);GPS True Heading;GPS Magnetic Variation;HDOP;C Magnetic Heading;C True Heading;Pitch Angle;Roll Angle;C Inside Temp (c);DFS Depth (m);DTB Height (m);Total Water Column (m);Batt Percent;Power Watts;Watt-Hours;Batt Volts;Batt Ampers;Batt State;Time to Empty;Current Step;Dist To Next (m);Next Speed (kn);Vehicle Speed (kn);Motor Speed CMD;Next Heading;Next Long;Next Lat;Next Depth (m);Depth Goal (m);Vehicle State;Error State;Distance to Track (m);Fin Pitch R;Fin Pitch L;Pitch Goal;Fin Yaw T;Fin Yaw B;Yaw Goal;Fin Roll;DVL-Depth (m);DVL -Altitude (m);DVL -Water Column (m);DVL-FixType;DVL-FixQuality;DVL-Temperature;Conductivity (mmhos/cm);Temperature (c);Salinity (ppt);Sound Speed (m/s);Date m/d/y   ;Time hh:mm:ss;Temp C;SpCond mS/cm;Sal ppt;Depth feet;pH;pH mV;Turbid+ NTU;Chl ug/L;BGA-PC cells/mL;ODOsat %;ODO mg/L;Battery volts;ROSEM Command Type;
25.9127533333333;-80.1379033333333;13:13:40.58;1/30/2021;7;0.36;308.84;-7.05677528663452;1.6;137.4;128.66;1.31;-4.18;22.8;.00;2.44;2.44;84;20;452.3;15.8;-1.2;D;1466.6;0;7.275;2;0.16;128;91.38;-80.13783061;25.91275176;0;0;1;N;5.156208;65;65;11;5;5;326.9082;0;9999.99;2.45;2.577;0;0;22.2;0;22.2000007629395;36.17;1528.65055;01/30/21;12:52:36;21.86;54.57;36.17;1.107;8.46;-85.2;-3.6;-4.3;-2091;89.6;6.37;13.2;;
25.9127531215833;-80.1379035088401;13:13:41.61;1/30/2021;7;0.136;308.84;-7.05677528663452;1.6;137.5;128.75;0.59;-3.58;22.8;.00;2.43;2.44;84;20;452.3;15.8;-1.2;D;1466.6;1;41.394;2;0.03;174;126.62;-80.13757133;25.91253107;0;0;1;N;4.401013;61;61;11;73;73;115.2831;0;9999.99;2.44;2.567;2;9;22.2;0;22.2000007629395;36.17;1528.65023;01/30/21;12:52:38;21.86;54.56;36.17;1.181;8.46;-85.1;-1.7;-0.3;-3470;89.5;6.36;13.3;;
25.912751324425;-80.1379036628458;13:13:42.63;1/30/2021;7;0.303;308.84;-7.05677528663452;1.6;134.6;126.04;2.96;1.22;22.8;.01;2.43;2.44;84;21;452.3;15.8;-1.3;D;1376.5;1;41.287;2;0.02;174;126.38;-80.13757133;25.91253107;0;0;1;N;5.058059;73;73;11;83;83;115.3687;0;9999.99;2.45;2.577;0;0;22.2;0;22.2000007629395;36.17;1528.65023;01/30/21;12:52:38;21.86;54.56;36.17;1.181;8.46;-85.1;-1.7;-0.3;-3470;89.5;6.36;13.3;;
25.9127532558295;-80.1379010603296;13:13:43.63;1/30/2021;8;0.712;308.84;-7.05677528663452;1.28;136;127.35;1.93;-0.66;22.7;.01;2.46;2.48;84;21;452.3;15.8;-1.3;D;1376.5;1;41.206;2;0.21;174;126.84;-80.13757133;25.91253107;0;0;1;N;5.050025;69;69;11;83;83;116.2818;0;9999.99;2.48;2.607;2;9;22.2;0;22.2000007629395;36.19;1528.6734;01/30/21;12:52:39;21.86;54.59;36.19;1.099;8.45;-84.8;-4.4;-8.4;-2130;89.5;6.36;13.2;;
25.9127464730844;-80.1378970673364;13:13:44.63;1/30/2021;9;1.032;179.8;-7.05677528663452;1.28;137.1;128.38;1.07;0.69;22.8;.02;2.59;2.61;84;21;452.3;15.8;-1.3;D;1376.5;1;40.436;2;0.53;174;126.32;-80.13757133;25.91253107;0;0;1;N;4.716296;63;63;11;72;72;114.5082;0;9999.99;2.60;2.727;2;9;22.2;0;22.2000007629395;36.16;1528.64058;01/30/21;12:52:41;21.86;54.55;36.16;1.184;8.47;-85.7;-2.9;-4.5;-3235;89.5;6.36;13.1;;
25.9127425551157;-80.1378929606013;13:13:45.63;1/30/2021;9;1.159;179.8;-7.05677528663452;1.28;137.1;128.38;1.64;-1.16;22.7;.01;2.77;2.78;84;21;452.3;15.8;-1.3;D;1376.5;1;39.847;2;0.86;174;126.17;-80.13757133;25.91253107;0;0;1;N;4.979093;69;69;11;65;65;113.2076;0;9999.99;2.79;2.917;2;9;22.2;0;22.2000007629395;36.16;1528.64058;01/30/21;12:52:41;21.86;54.55;36.16;1.184;8.47;-85.7;-2.9;-4.5;-3235;89.5;6.36;13.1;;
25.9127381127297;-80.1378859933829;13:13:46.64;1/30/2021;9;1.54;159.22;-7.05677528663452;1.08;135.5;126.88;1.08;-1.63;22.7;.01;2.85;2.85;84;38;452.3;15.8;-2.4;D;765.7;1;38.993;2;1.14;174;126.19;-80.13757133;25.91253107;0;0;1;N;4.91577;63;63;11;67;67;111.919;0;9999.99;2.85;2.977;2;9;22.2;0;22.2000007629395;36.18;1528.66161;01/30/21;12:52:42;21.85;54.58;36.18;1.188;8.51;-87.9;-3.8;-9.1;-3397;89.5;6.36;13.3;;
25.9127296645506;-80.137877345109;13:13:47.67;1/30/2021;8;2.036;148.45;-7.05677528663452;1.08;131.8;123.44;0.89;3.11;22.7;.01;2.70;2.71;84;38;452.3;15.8;-2.4;D;765.7;1;37.741;2;1.37;174;125.81;-80.13757133;25.91253107;0;0;1;N;5.011355;61;61;11;63;63;108.3076;0;9999.99;2.71;2.837;2;9;22.2;0;22.2000007629395;36.19;1528.67259;01/30/21;12:52:44;21.86;54.59;36.19;1.212;8.51;-87.9;-4.1;-4.8;-1882;89.5;6.36;13.3;;
25.912723767124;-80.1378709439284;13:13:48.67;1/30/2021;9;1.975;133.2;-7.05677528663452;1.08;128.9;120.75;0.59;1.35;22.7;.01;2.53;2.54;84;38;452.3;15.8;-2.4;D;765.7;1;36.839;2;1.55;174;125.57;-80.13757133;25.91253107;0;0;1;N;5.056978;61;61;11;64;64;105.0156;0;9999.99;2.54;2.667;2;9;22.2;0;22.2000007629395;36.19;1528.67243;01/30/21;12:52:45;21.87;54.59;36.19;1.121;8.46;-85.2;-2.5;-1.2;-3131;89.7;6.37;13.1;;
25.912720569561;-80.1378642364663;13:13:49.67;1/30/2021;9;1.89;128.35;-7.05677528663452;1.08;126.3;118.34;1.86;3.98;22.7;.01;2.53;2.54;84;38;452.2;15.8;-2.4;D;766.3;1;36.086;2;1.66;174;125.73;-80.13757133;25.91253107;0;0;1;N;4.855687;68;68;11;65;65;102.8445;0;9999.99;2.55;2.677;2;9;22.2;0;22.2000007629395;36.19;1528.67243;01/30/21;12:52:45;21.87;54.59;36.19;1.121;8.46;-85.2;-2.5;-1.2;-3131;89.7;6.37;13.1;;
