Latitude;Longitude;Time;Date;Number of Sats;GPS Speed (Kn);GPS True Heading;GPS Magnetic Variation;HDOP;C Magnetic Heading;C True Heading;Pitch Angle;Roll Angle;C Inside Temp (c);DFS Depth (m);DTB Height (m);Total Water Column (m);Batt Percent;Power Watts;Watt-Hours;Batt Volts;Batt Ampers;Batt State;Time to Empty;Current Step;Dist To Next (m);Next Speed (kn);Vehicle Speed (kn);Motor Speed CMD;Next Heading;Next Long;Next Lat;Next Depth (m);Depth Goal (m);Vehicle State;Error State;Distance to Track (m);Fin Pitch R;Fin Pitch L;Pitch Goal;Fin Yaw T;Fin Yaw B;Yaw Goal;Fin Roll;DVL-Depth (m);DVL -Altitude (m);DVL -Water Column (m);DVL-FixType;DVL-FixQuality;DVL-Temperature;Conductivity (mmhos/cm);Temperature (c);Salinity (ppt);Sound Speed (m/s);Date m/d/y   ;Time hh:mm:ss;Temp C;SpCond mS/cm;Sal ppt;Depth feet;pH;pH mV;Turbid+ NTU;Chl ug/L;BGA-PC cells/mL;ODOsat %;ODO mg/L;Battery volts;ROSEM Command Type;
25.9127206666667;-80.137853;13:03:44.02;1/30/2021;7;0.078;12.63;-7.05680275972635;1.25;117.8;110.47;1.31;-3.57;22.6;.00;2.82;2.82;86;18;469.3;14.3;-1.3;D;1495.9;0;4.119;2;0.06;128;32.93;-80.13783061;25.91275176;0;0;1;N;4.025453;65;65;11;5;5;344.3602;0;9999.99;2.83;2.957;0;0;22.1;0;22.1000003814697;36.17;1528.39137;01/30/21;12:42:39;21.79;54.56;36.17;1.124;8.47;-85.6;-3.9;-1.3;-3414;90.9;6.47;13.1;;
25.9127211666667;-80.1378528333333;13:03:45.02;1/30/2021;7;0.139;12.63;-7.05680275972635;1.25;117.3;110.01;0.94;-3.23;22.6;.00;2.82;2.82;86;18;469.3;14.3;-1.3;D;1495.9;0;4.063;2;0.06;128;33.16;-80.13783061;25.91275176;0;0;1;N;3.975019;63;63;11;5;5;344.0117;0;9999.99;2.83;2.957;2;9;22.1;0;22.1000003814697;36.18;1528.40225;01/30/21;12:42:41;21.79;54.58;36.18;1.121;8.51;-88.0;-4.4;-0.5;-3786;90.8;6.46;13.0;;
25.9127210301207;-80.1378530517049;13:03:46.02;1/30/2021;7;0.021;12.63;-7.05680275972635;1.25;115.6;108.44;1.98;2.55;22.6;.01;2.82;2.83;86;21;469.3;15.9;-1.3;D;1448.2;1;35.215;2;0.05;174;126.86;-80.13757133;25.91253107;0;0;1;N;4.024119;69;69;11;121;121;106.7103;0;9999.99;2.83;2.957;2;9;22.1;0;22.1000003814697;36.18;1528.40225;01/30/21;12:42:41;21.79;54.58;36.18;1.121;8.51;-88.0;-4.4;-0.5;-3786;90.8;6.46;13.0;;
25.9127204975936;-80.1378513974584;13:03:47.02;1/30/2021;7;0.407;12.63;-7.05680275972635;1.24;115.8;108.62;0.77;3.5;22.6;.01;2.93;2.94;86;21;469.3;15.9;-1.3;D;1448.2;1;35.047;2;0.08;174;126.94;-80.13757133;25.91253107;0;0;1;N;3.957381;62;62;11;121;121;107.0922;0;9999.99;2.94;3.067;2;9;22.1;0;22.1000003814697;36.19;1528.41389;01/30/21;12:42:42;21.79;54.59;36.19;1.127;8.46;-85.3;-3.8;-0.4;-3332;90.8;6.46;13.1;;
25.9127187584383;-80.1378484810177;13:03:48.03;1/30/2021;7;0.709;12.63;-7.05680275972635;1.24;114.9;107.79;2.06;5.92;22.6;.01;2.93;2.94;86;52;469.3;15.8;-3.3;D;590.3;1;34.698;2;0.28;174;126.98;-80.13757133;25.91253107;0;0;1;N;3.9015;69;69;11;126;126;107.419;0;9999.99;2.94;3.067;2;9;22.1;0;22.1000003814697;36.17;1528.39169;01/30/21;12:42:44;21.79;54.56;36.17;1.161;8.51;-88.2;-3.9;-3.4;-1656;90.7;6.45;13.1;;
25.91271742497;-80.1378433364758;13:03:49.03;1/30/2021;7;1.009;12.63;-7.05680275972635;1.35;116.7;109.45;0.93;4.85;22.7;.01;2.68;2.69;86;52;469.3;15.8;-3.3;D;590.3;1;34.198;2;0.54;174;127.3;-80.13757133;25.91253107;0;0;1;N;3.662721;63;63;11;124;124;108.8175;0;9999.99;2.69;2.817;2;9;22.1;0;22.1000003814697;36.17;1528.39169;01/30/21;12:42:44;21.79;54.56;36.17;1.161;8.51;-88.2;-3.9;-3.4;-1656;90.7;6.45;13.1;;
25.9127150501958;-80.1378371467879;13:03:50.03;1/30/2021;7;1.23;75.99;-7.05680275972635;1.35;117;109.73;1.09;9.4;22.6;.00;3.03;3.03;86;52;469.3;15.8;-3.3;D;590.3;1;33.546;2;0.74;174;127.58;-80.13757133;25.91253107;0;0;1;N;3.429236;64;64;11;129;129;110.2185;0;9999.99;3.04;3.167;2;9;22.1;0;22.1000003814697;36.16;1528.38037;01/30/21;12:42:45;21.79;54.55;36.16;1.155;8.46;-85.3;-2.6;-3.1;-2174;90.7;6.46;13.0;;
25.9127127981646;-80.1378304768568;13:03:51.05;1/30/2021;7;1.349;94.62;-7.05680275972635;1.24;118.3;110.93;0.61;5.18;22.6;.00;3.07;3.08;86;67;469.3;15.8;-4.2;D;458.3;1;32.865;2;0.95;174;127.94;-80.13757133;25.91253107;0;0;1;N;3.156388;61;61;11;131;131;111.8866;0;9999.99;3.08;3.207;2;9;22.1;0;22.1000003814697;36.17;1528.39125;01/30/21;12:42:47;21.78;54.56;36.17;1.161;8.45;-84.7;-3.1;-1.0;-1792;90.7;6.46;13.1;;
25.9127102265657;-80.1378229216782;13:03:52.06;1/30/2021;8;1.503;104.48;-7.05680275972635;1.24;119.7;112.23;0.35;6.53;22.6;.00;3.14;3.14;86;67;469.3;15.8;-4.2;D;458.3;1;32.094;2;1.15;174;128.37;-80.13757133;25.91253107;0;0;1;N;2.848075;61;61;11;134;134;113.8213;0;9999.99;3.15;3.277;2;9;22.1;0;22.1000003814697;36.17;1528.39125;01/30/21;12:42:47;21.78;54.56;36.17;1.161;8.45;-84.7;-3.1;-1.0;-1792;90.7;6.46;13.1;;
25.9127073068464;-80.1378149226219;13:03:53.06;1/30/2021;8;1.501;110.48;-7.05680275972635;1.24;120;112.51;0.31;8.2;22.5;.00;3.14;3.14;86;67;469.3;15.8;-4.2;D;458.3;1;31.266;2;1.32;174;128.81;-80.13757133;25.91253107;0;0;1;N;2.541327;59;59;11;140;140;115.7962;0;9999.99;3.15;3.277;2;9;22.1;0;22.1000003814697;36.18;1528.40219;01/30/21;12:42:48;21.78;54.57;36.18;1.163;8.47;-85.6;-2.0;-5.2;-1970;90.8;6.46;13.1;;
